TXNAME	GENEID
FBti0063633-RA	FBti0063633
FBti0063634-RA	FBti0063634
FBtr0077239	FBgn0261675
FBtr0340430	FBgn0265608
FBtr0077240	FBgn0040648
FBti0063638-RA	FBti0063638
FBti0063639-RA	FBti0063639
FBti0064067-RA	FBti0064067
FBti0019662-RA	FBti0019662
FBti0019663-RA	FBti0019663
FBti0019664-RA	FBti0019664
FBti0064065-RA	FBti0064065
FBtr0077241	FBgn0031145
FBtr0113007	FBgn0031145
FBtr0333760	FBgn0031145
FBtr0333762	FBgn0031145
FBti0063642-RA	FBti0063642
FBtr0345919	FBgn0025814
FBtr0077242	FBgn0025814
FBtr0077243	FBgn0025814
FBtr0077244	FBgn0031148
FBtr0340437	FBgn0031148
FBtr0077245	FBgn0031148
FBtr0077246	FBgn0031150
FBtr0077247	FBgn0031150
FBtr0332845	FBgn0031150
FBtr0332846	FBgn0031150
FBti0063658-RA	FBti0063658
FBtr0481676	FBgn0288700
FBti0019667-RA	FBti0019667
FBti0064085-RA	FBti0064085
FBtr0077250	FBgn0031161
FBtr0310644	FBgn0031161
FBtr0310641	FBgn0031161
FBtr0310643	FBgn0031161
FBtr0310642	FBgn0031161
FBtr0110827	FBgn0083956
FBtr0299591	FBgn0083956
FBtr0343018	FBgn0083956
FBti0064087-RA	FBti0064087
FBti0064089-RA	FBti0064089
FBtr0110826	FBgn0083956
FBti0064090-RA	FBti0064090
FBti0064091-RA	FBti0064091
FBti0019668-RA	FBti0019668
FBti0064160-RA	FBti0064160
FBti0064175-RA	FBti0064175
FBti0064093-RA	FBti0064093
FBti0019671-RA	FBti0019671
FBti0064172-RA	FBti0064172
FBti0064131-RA	FBti0064131
FBti0059772-RA	FBti0059772
FBti0019675-RA	FBti0019675
FBti0064075-RA	FBti0064075
FBti0064190-RA	FBti0064190
FBti0064103-RA	FBti0064103
FBtr0346048	FBgn0267062
FBti0064107-RA	FBti0064107
FBtr0077256	FBgn0287645
FBtr0077183	FBgn0052523
FBtr0077184	FBgn0011954
FBti0019677-RA	FBti0019677
FBti0064194-RA	FBti0064194
FBti0064114-RA	FBti0064114
FBtr0332306	FBgn0031169
FBtr0332307	FBgn0031169
FBti0064205-RA	FBti0064205
FBtr0089300	FBgn0052525
FBtr0077189	FBgn0020369
FBtr0077190	FBgn0031174
FBtr0077191	FBgn0031174
FBtr0077192	FBgn0000709
FBtr0077193	FBgn0015379
FBtr0089678	FBgn0003464
FBtr0089679	FBgn0003464
FBtr0301583	FBgn0003464
FBtr0346608	FBgn0003464
FBtr0077198	FBgn0011710
FBti0064209-RA	FBti0064209
FBtr0100536	FBgn0024182
FBtr0100598	FBgn0024251
FBtr0100599	FBgn0024251
FBtr0331745	FBgn0024251
FBtr0331744	FBgn0024251
FBtr0307525	FBgn0003423
FBtr0077203	FBgn0003423
FBtr0077204	FBgn0003423
FBtr0077205	FBgn0003423
FBtr0077206	FBgn0003423
FBtr0077208	FBgn0003423
FBtr0077210	FBgn0003423
FBtr0307524	FBgn0003423
FBtr0307526	FBgn0003423
FBtr0307528	FBgn0003423
FBtr0077209	FBgn0003423
FBtr0307529	FBgn0003423
FBtr0307527	FBgn0003423
FBtr0077207	FBgn0003423
FBtr0077211	FBgn0020272
FBtr0346380	FBgn0020272
FBti0064219-RA	FBti0064219
FBti0064220-RA	FBti0064220
FBti0064221-RA	FBti0064221
FBti0064223-RA	FBti0064223
FBti0064224-RA	FBti0064224
FBti0019679-RA	FBti0019679
FBti0060040-RA	FBti0060040
FBti0060042-RA	FBti0060042
FBti0148143-RA	FBti0148143
FBtr0479951	FBgn0287603
FBtr0342860	FBgn0265922
FBtr0346385	FBgn0265922
FBti0060047-RA	FBti0060047
FBti0019697-RA	FBti0019697
FBti0019699-RA	FBti0019699
FBtr0342861	FBgn0265923
FBtr0347467	FBgn0267704
FBtr0347221	FBgn0267704
FBtr0347222	FBgn0267704
FBtr0347225	FBgn0267704
FBtr0347226	FBgn0267704
FBtr0347223	FBgn0267704
FBtr0479731	FBgn0267704
FBtr0347468	FBgn0267704
FBtr0347469	FBgn0267704
FBtr0479730	FBgn0267704
FBtr0479729	FBgn0267704
FBtr0347224	FBgn0267704
FBtr0347227	FBgn0267704
FBti0060105-RA	FBti0060105
FBtr0479732	FBgn0267704
FBtr0479733	FBgn0267704
FBtr0479734	FBgn0267704
FBti0019700-RA	FBti0019700
FBti0060065-RA	FBti0060065
FBti0060066-RA	FBti0060066
FBti0060077-RA	FBti0060077
FBti0060474-RA	FBti0060474
FBti0060203-RA	FBti0060203
FBti0060198-RA	FBti0060198
FBti0060199-RA	FBti0060199
FBti0060607-RA	FBti0060607
FBti0215211-RA	FBti0215211
FBtr0346695	FBgn0085521
FBtr0481709	FBgn0288729
FBtr0481710	FBgn0288730
FBtr0481711	FBgn0288731
FBtr0481712	FBgn0288732
FBtr0481713	FBgn0288733
FBtr0481714	FBgn0288734
FBtr0481715	FBgn0288735
FBtr0481716	FBgn0288736
FBtr0481717	FBgn0288737
FBtr0481718	FBgn0288738
FBtr0481702	FBgn0288739
FBtr0481719	FBgn0288740
FBtr0481720	FBgn0288741
FBtr0481721	FBgn0288742
FBtr0481722	FBgn0288743
FBtr0481723	FBgn0288744
FBtr0481724	FBgn0288745
FBtr0481725	FBgn0288746
FBtr0481726	FBgn0288747
FBtr0114142	FBgn0085693
FBti0060475-RA	FBti0060475
FBti0060594-RA	FBti0060594
FBti0060644-RA	FBti0060644
FBti0060647-RA	FBti0060647
FBti0060697-RA	FBti0060697
FBti0060666-RA	FBti0060666
FBti0060476-RA	FBti0060476
FBti0060553-RA	FBti0060553
FBti0060477-RA	FBti0060477
FBti0060691-RA	FBti0060691
FBti0060478-RA	FBti0060478
FBti0060667-RA	FBti0060667
FBti0060485-RA	FBti0060485
FBti0060554-RA	FBti0060554
FBti0060486-RA	FBti0060486
FBti0060693-RA	FBti0060693
FBti0060692-RA	FBti0060692
FBti0060578-RA	FBti0060578
FBti0060579-RA	FBti0060579
FBti0060668-RA	FBti0060668
FBti0019711-RA	FBti0019711
FBti0060555-RA	FBti0060555
FBti0060177-RA	FBti0060177
FBti0059649-RA	FBti0059649
FBti0059699-RA	FBti0059699
FBti0059650-RA	FBti0059650
FBti0019718-RA	FBti0019718
FBtr0342876	FBgn0031183
FBtr0339557	FBgn0031183
FBtr0077344	FBgn0031183
FBtr0339558	FBgn0031183
FBtr0077345	FBgn0014395
FBtr0077346	FBgn0031187
FBtr0077349	FBgn0031187
FBtr0309238	FBgn0031187
FBtr0309239	FBgn0031187
FBtr0339507	FBgn0031187
FBtr0339506	FBgn0031187
FBtr0077347	FBgn0031187
FBtr0077348	FBgn0031187
FBti0019720-RA	FBti0019720
FBtr0392899	FBgn0031187
FBti0019721-RA	FBti0019721
FBtr0077351	FBgn0031189
FBtr0100651	FBgn0031191
FBtr0339500	FBgn0031191
FBtr0100650	FBgn0031191
FBtr0339501	FBgn0031191
FBtr0077352	FBgn0031191
FBtr0077353	FBgn0031191
FBtr0100652	FBgn0031191
FBtr0310475	FBgn0031191
FBti0061141-RA	FBti0061141
FBti0061142-RA	FBti0061142
FBtr0343581	FBgn0027279
FBtr0299522	FBgn0027279
FBtr0299525	FBgn0027279
FBtr0299526	FBgn0027279
FBtr0343583	FBgn0027279
FBtr0299524	FBgn0027279
FBtr0343582	FBgn0027279
FBtr0299523	FBgn0027279
FBtr0343579	FBgn0027279
FBtr0343580	FBgn0027279
FBti0061144-RA	FBti0061144
FBti0061145-RA	FBti0061145
FBti0061147-RA	FBti0061147
FBti0061317-RA	FBti0061317
FBti0061152-RA	FBti0061152
FBtr0077358	FBgn0031195
FBtr0333714	FBgn0031195
FBti0060505-RA	FBti0060505
FBti0019726-RA	FBti0019726
FBtr0077360	FBgn0262866
FBtr0333715	FBgn0262866
FBtr0077359	FBgn0031195
FBtr0333713	FBgn0031195
FBti0061166-RA	FBti0061166
FBti0061167-RA	FBti0061167
FBtr0077361	FBgn0031197
FBti0019729-RA	FBti0019729
FBti0019731-RA	FBti0019731
FBti0061245-RA	FBti0061245
FBti0060506-RA	FBti0060506
FBti0019732-RA	FBti0019732
FBti0019733-RA	FBti0019733
FBti0061168-RA	FBti0061168
FBti0019734-RA	FBti0019734
FBti0061191-RA	FBti0061191
FBti0019735-RA	FBti0019735
FBti0061193-RA	FBti0061193
FBti0061194-RA	FBti0061194
FBti0061195-RA	FBti0061195
FBti0061197-RA	FBti0061197
FBti0061330-RA	FBti0061330
FBti0061331-RA	FBti0061331
FBti0061333-RA	FBti0061333
FBtr0344073	FBgn0266348
FBti0061334-RA	FBti0061334
FBti0019737-RA	FBti0019737
RR43483_transposable_element-RA	RR43483_transposable_element
FBti0061748-RA	FBti0061748
FBti0061350-RA	FBti0061350
FBti0061351-RA	FBti0061351
FBti0019741-RA	FBti0019741
FBti0061750-RA	FBti0061750
FBti0061752-RA	FBti0061752
FBti0061720-RA	FBti0061720
FBti0061751-RA	FBti0061751
FBti0019744-RA	FBti0019744
FBti0061810-RA	FBti0061810
FBti0061355-RA	FBti0061355
FBti0060516-RA	FBti0060516
FBti0061356-RA	FBti0061356
FBti0061668-RA	FBti0061668
FBti0061669-RA	FBti0061669
FBti0061671-RA	FBti0061671
RR48358_transposable_element-RA	RR48358_transposable_element
FBti0019747-RA	FBti0019747
FBti0061781-RA	FBti0061781
FBti0061699-RA	FBti0061699
FBtr0333177	FBgn0259677
FBtr0333178	FBgn0259677
FBti0061674-RA	FBti0061674
FBti0019748-RA	FBti0019748
FBtr0112536	FBgn0263829
FBti0061848-RA	FBti0061848
FBti0062474-RA	FBti0062474
FBti0060520-RA	FBti0060520
FBti0062436-RA	FBti0062436
FBti0061849-RA	FBti0061849
FBti0062349-RA	FBti0062349
FBti0061850-RA	FBti0061850
FBti0062413-RA	FBti0062413
FBti0062350-RA	FBti0062350
FBti0061852-RA	FBti0061852
FBti0061879-RA	FBti0061879
FBtr0332615	FBgn0083994
FBti0062443-RA	FBti0062443
FBti0062478-RA	FBti0062478
FBti0061885-RA	FBti0061885
FBti0061886-RA	FBti0061886
FBti0061911-RA	FBti0061911
FBti0061912-RA	FBti0061912
FBti0062437-RA	FBti0062437
FBti0062412-RA	FBti0062412
FBtr0111194	FBgn0069938
FBti0062418-RA	FBti0062418
FBti0061917-RA	FBti0061917
FBti0062435-RA	FBti0062435
FBti0061942-RA	FBti0061942
FBti0061943-RA	FBti0061943
FBti0062383-RA	FBti0062383
FBti0062347-RA	FBti0062347
FBti0062442-RA	FBti0062442
FBtr0344113	FBgn0266361
FBtr0344114	FBgn0266362
FBtr0111191	FBgn0039965
FBtr0111192	FBgn0039965
FBtr0344110	FBgn0039965
FBti0062414-RA	FBti0062414
FBtr0347557	FBgn0265767
FBtr0301132	FBgn0265767
FBtr0301133	FBgn0265767
FBtr0113768	FBgn0265767
FBtr0340199	FBgn0265767
FBtr0113769	FBgn0265767
FBtr0340198	FBgn0265767
FBtr0332625	FBgn0040031
FBtr0333740	FBgn0040031
FBti0215369-RA	FBti0215369
RR48316_transposable_element-RA	RR48316_transposable_element
FBtr0300806	FBgn0039941
FBtr0300807	FBgn0039941
FBtr0340047	FBgn0039941
FBtr0340048	FBgn0039941
FBtr0113730	FBgn0039943
FBtr0302055	FBgn0040514
FBtr0309314	FBgn0263457
FBtr0309315	FBgn0263457
FBtr0306545	FBgn0003559
FBtr0113733	FBgn0003559
FBtr0306544	FBgn0003559
FBtr0301978	FBgn0039946
RR43222_transposable_element-RA	RR43222_transposable_element
FBtr0346888	FBgn0267513
FBtr0473830	FBgn0286517
FBtr0473831	FBtr0473831_df_nrg
FBtr0473832	FBtr0473832_df_nrg
FBtr0346889	FBgn0267514
FBtr0346890	FBgn0085765
FBtr0346891	FBgn0267515
FBtr0346892	FBgn0085813
FBtr0346893	FBgn0267517
FBtr0346894	FBgn0267518
FBtr0346895	FBgn0267519
RR48361_transposable_element-RA	RR48361_transposable_element
FBti0215396-RA	FBti0215396
FBti0215397-RA	FBti0215397
FBtr0346896	FBgn0085771
FBtr0473833	FBgn0286518
FBtr0473834	FBtr0473834_df_nrg
FBtr0473835	FBtr0473835_df_nrg
FBtr0346897	FBgn0267523
FBtr0346898	FBgn0267524
FBti0215394-RA	FBti0215394
FBti0062680-RA	FBti0062680
FBtr0112921	FBgn0025837
FBtr0307094	FBgn0025837
FBtr0307095	FBgn0025837
FBti0062703-RA	FBti0062703
FBtr0345995	FBgn0267029
FBtr0345996	FBgn0267029
FBtr0345997	FBgn0267029
FBtr0300673	FBgn0025835
FBtr0340051	FBgn0025835
FBti0062708-RA	FBti0062708
FBti0062711-RA	FBti0062711
FBtr0332568	FBgn0264445
FBti0062713-RA	FBti0062713
FBti0062717-RA	FBti0062717
FBti0062719-RA	FBti0062719
FBti0063956-RA	FBti0063956
FBti0063571-RA	FBti0063571
FBti0063569-RA	FBti0063569
FBti0062743-RA	FBti0062743
FBti0063568-RA	FBti0063568
FBti0062748-RA	FBti0062748
FBtr0340207	FBgn0040373
FBtr0070107	FBgn0040373
FBtr0070108	FBgn0040373
FBtr0070106	FBgn0261446
FBtr0332990	FBgn0261446
FBtr0332988	FBgn0029518
FBtr0332989	FBgn0029518
FBtr0308207	FBgn0029518
FBtr0100577	FBgn0005427
FBtr0100578	FBgn0005427
FBtr0100579	FBgn0005427
FBtr0100580	FBgn0005427
FBtr0100581	FBgn0005427
FBtr0100582	FBgn0005427
FBtr0089442	FBgn0005427
FBtr0332976	FBgn0005427
FBtr0332977	FBgn0005427
FBtr0332978	FBgn0005427
FBtr0089441	FBgn0005427
FBtr0308208	FBgn0005427
FBtr0308209	FBgn0005427
FBtr0304371	FBgn0262266
FBtr0304372	FBtr0304372_df_nrg
FBtr0472793	FBtr0472793_df_nrg
FBti0062768-RA	FBti0062768
FBtr0300326	FBgn0040370
FBti0062769-RA	FBti0062769
FBtr0070103	FBgn0040370
FBtr0342963	FBgn0040370
FBti0062772-RA	FBti0062772
FBti0019520-RA	FBti0019520
FBti0019521-RA	FBti0019521
FBti0062783-RA	FBti0062783
FBti0062785-RA	FBti0062785
FBti0062787-RA	FBti0062787
FBtr0070101	FBgn0052816
FBtr0070102	FBgn0052816
FBtr0344150	FBgn0052816
FBtr0344151	FBgn0052816
FBtr0273443	FBgn0052816
FBtr0273442	FBgn0052816
FBti0062869-RA	FBti0062869
FBti0063302-RA	FBti0063302
FBti0063303-RA	FBti0063303
FBti0063304-RA	FBti0063304
FBti0063305-RA	FBti0063305
FBti0063306-RA	FBti0063306
FBtr0342970	FBgn0265966
FBti0063307-RA	FBti0063307
FBtr0070100	FBgn0011822
FBti0063309-RA	FBti0063309
FBtr0070099	FBgn0010019
FBtr0070098	FBgn0266572
FBtr0339442	FBgn0266572
FBtr0339443	FBgn0266572
FBtr0070097	FBgn0029523
FBtr0070095	FBgn0029526
FBtr0339441	FBgn0029526
FBtr0301337	FBgn0029526
FBtr0070094	FBgn0029525
FBtr0346791	FBgn0267447
FBtr0070093	FBgn0023537
FBtr0070092	FBgn0023537
FBtr0343793	FBgn0266196
FBtr0343792	FBgn0266197
FBtr0307173	FBgn0260400
FBtr0475043	FBgn0286870
FBtr0100254	FBgn0260400
FBtr0070091	FBgn0260400
FBtr0114366	FBgn0260400
FBtr0070089	FBgn0024983
FBtr0070090	FBgn0024983
FBtr0100475	FBgn0024983
FBtr0334033	FBgn0024983
FBtr0100476	FBgn0024983
FBti0063322-RA	FBti0063322
FBtr0339434	FBgn0025633
FBtr0110791	FBgn0025633
FBtr0339430	FBgn0025633
FBtr0339433	FBgn0025633
FBtr0339432	FBgn0025633
FBtr0070161	FBgn0025633
FBtr0339431	FBgn0025633
FBtr0475142	FBgn0286917
FBtr0070160	FBgn0029529
FBtr0070159	FBgn0026879
FBtr0345321	FBgn0002579
FBtr0070156	FBgn0002579
FBtr0070157	FBgn0002579
FBtr0070158	FBgn0002579
FBtr0070155	FBgn0002579
FBtr0114559	FBgn0020381
FBtr0114560	FBgn0020381
FBtr0114561	FBgn0020381
FBtr0340083	FBgn0020381
FBtr0445453	FBgn0283549
FBtr0445455	FBtr0445455_df_nrg
FBtr0445454	FBtr0445454_df_nrg
FBtr0070151	FBgn0025639
FBtr0308652	FBgn0025639
FBti0063324-RA	FBti0063324
FBti0063325-RA	FBti0063325
FBtr0475144	FBgn0286919
FBtr0070150	FBgn0029531
FBtr0070149	FBgn0029532
FBtr0070148	FBgn0015288
FBtr0300446	FBgn0259993
FBtr0113559	FBgn0083027
FBtr0091922	FBgn0086666
FBtr0070147	FBgn0025620
FBtr0340531	FBgn0265662
FBtr0070146	FBgn0015799
FBtr0070145	FBgn0025616
FBtr0290198	FBgn0026874
FBtr0332610	FBgn0264449
FBtr0332605	FBgn0264449
FBtr0343360	FBgn0264449
FBtr0332606	FBgn0264449
FBtr0332609	FBgn0264449
FBtr0332611	FBgn0264449
FBtr0332604	FBgn0264449
FBtr0343358	FBgn0264449
FBtr0343359	FBgn0264449
FBtr0332612	FBgn0264449
FBtr0070195	FBgn0040343
FBtr0310459	FBgn0040343
FBti0063374-RA	FBti0063374
FBti0063377-RA	FBti0063377
FBtr0343361	FBgn0040344
FBtr0331303	FBgn0040344
FBtr0331301	FBgn0040345
FBtr0070189	FBgn0040342
FBtr0070188	FBgn0040346
FBtr0070187	FBgn0040348
FBtr0070186	FBgn0040349
FBtr0342734	FBgn0040350
FBtr0070185	FBgn0040350
FBtr0346000	FBgn0267032
FBti0063958-RA	FBti0063958
FBtr0070184	FBgn0040338
FBtr0070183	FBgn0040351
FBti0063957-RA	FBti0063957
FBtr0336688	FBgn0052814
FBti0019530-RA	FBti0019530
FBtr0070182	FBgn0026143
FBtr0113327	FBgn0040397
FBtr0070181	FBgn0040397
FBtr0331339	FBgn0040397
FBtr0331340	FBgn0040397
FBtr0070252	FBgn0040368
FBtr0445214	FBgn0085349
FBtr0070251	FBgn0040363
FBtr0345522	FBgn0040366
FBtr0070250	FBgn0040366
FBtr0336978	FBgn0261444
FBtr0070249	FBgn0261444
FBtr0330206	FBgn0261444
FBtr0330207	FBgn0261444
FBtr0346960	FBgn0261444
FBtr0330205	FBgn0261444
FBtr0347011	FBgn0261444
FBtr0308707	FBgn0261444
FBtr0070245	FBgn0026876
FBtr0070244	FBgn0028550
FBtr0330391	FBgn0028550
FBtr0345507	FBgn0028550
FBtr0070241	FBgn0025641
FBtr0310282	FBgn0025641
FBtr0310283	FBgn0025641
FBtr0303264	FBgn0025641
FBtr0070239	FBgn0025641
FBtr0342731	FBgn0025641
FBtr0302877	FBgn0052811
FBti0063477-RA	FBti0063477
FBtr0070238	FBgn0024366
FBtr0342730	FBgn0024366
FBtr0070237	FBgn0024360
FBtr0070236	FBgn0024360
FBtr0332288	FBgn0024360
FBtr0342738	FBgn0024365
FBtr0070235	FBgn0024365
FBtr0332287	FBgn0024365
FBtr0070234	FBgn0000826
FBti0059765-RA	FBti0059765
FBtr0070233	FBgn0024986
FBtr0070231	FBgn0027795
FBtr0070230	FBgn0027794
FBtr0070298	FBgn0027793
FBtr0339578	FBgn0266284
FBtr0070297	FBgn0266284
FBtr0070296	FBgn0027791
FBtr0070295	FBgn0052808
FBtr0070293	FBgn0025382
FBtr0070294	FBgn0025382
FBtr0339593	FBgn0003517
FBtr0070289	FBgn0003517
FBtr0339594	FBgn0003517
FBtr0070290	FBgn0003517
FBtr0070292	FBgn0044508
FBtr0114318	FBgn0086042
FBtr0339592	FBgn0053513
FBtr0301843	FBgn0053513
FBtr0091453	FBgn0053513
FBtr0301842	FBgn0053513
FBtr0070288	FBgn0053513
FBtr0091454	FBgn0053513
FBtr0301844	FBgn0053513
FBtr0070285	FBgn0025393
FBtr0303587	FBgn0025390
FBtr0070284	FBgn0025390
FBtr0343517	FBgn0025390
FBtr0091687	FBgn0065095
FBti0019537-RA	FBti0019537
FBti0019538-RA	FBti0019538
FBtr0070283	FBgn0023530
FBtr0308323	FBgn0023531
FBtr0333117	FBgn0023531
FBtr0333119	FBgn0023531
FBtr0333120	FBgn0023531
FBtr0089815	FBgn0023531
FBtr0330408	FBgn0023531
FBtr0308322	FBgn0023531
FBtr0308321	FBgn0023531
FBtr0308324	FBgn0023531
FBtr0333118	FBgn0023531
FBtr0089814	FBgn0023531
FBtr0070279	FBgn0023130
FBtr0330407	FBgn0023130
FBtr0333116	FBgn0023130
FBtr0344154	FBgn0025378
FBtr0070278	FBgn0025378
FBtr0302174	FBgn0025391
FBtr0345509	FBgn0025391
FBti0019539-RA	FBti0019539
FBtr0302175	FBgn0025391
FBtr0070277	FBgn0025391
FBtr0304184	FBgn0262178
FBtr0304185	FBtr0304185_df_nrg
FBtr0472794	FBtr0472794_df_nrg
FBti0063525-RA	FBti0063525
FBtr0070374	FBgn0029589
FBtr0309971	FBgn0029589
FBtr0309970	FBgn0029590
FBtr0333511	FBgn0026090
FBtr0070372	FBgn0026090
FBtr0070371	FBgn0028969
FBtr0301926	FBgn0028969
FBtr0339494	FBgn0023515
FBtr0070369	FBgn0023515
FBtr0070370	FBgn0023515
FBtr0070368	FBgn0023516
FBtr0070367	FBgn0023516
FBtr0070366	FBgn0023517
FBtr0339601	FBgn0023517
FBtr0345510	FBgn0026089
FBtr0070365	FBgn0026089
FBtr0070364	FBgn0026088
FBtr0331385	FBgn0026088
FBtr0070362	FBgn0023518
FBtr0070363	FBgn0023518
FBtr0089988	FBgn0000117
FBtr0332583	FBgn0000117
FBtr0089989	FBgn0000117
FBtr0089990	FBgn0000117
FBtr0089991	FBgn0000117
FBtr0089992	FBgn0000117
FBtr0070356	FBgn0052803
FBtr0332581	FBgn0052803
FBtr0332582	FBgn0052803
FBtr0070355	FBgn0052801
FBtr0305583	FBgn0023511
FBtr0332580	FBgn0023511
FBtr0070352	FBgn0023511
FBtr0070354	FBgn0023511
FBtr0070353	FBgn0023511
FBtr0070351	FBgn0023512
FBtr0070350	FBgn0023512
FBti0019540-RA	FBti0019540
FBtr0070349	FBgn0023520
FBtr0475315	FBgn0287217
FBti0019541-RA	FBti0019541
FBtr0070347	FBgn0023545
FBtr0070345	FBgn0000667
FBtr0310657	FBgn0000667
FBtr0303048	FBgn0000667
FBtr0310658	FBgn0000667
FBtr0333801	FBgn0000667
FBtr0333802	FBgn0000667
FBtr0310659	FBgn0000667
FBtr0070343	FBgn0000667
FBtr0070344	FBgn0000667
FBtr0309648	FBgn0263542
FBtr0309650	FBtr0309650_df_nrg
FBtr0309649	FBtr0309649_df_nrg
FBtr0070346	FBgn0003964
FBtr0333803	FBgn0003964
FBtr0310443	FBgn0026878
FBtr0070342	FBgn0026878
FBtr0070341	FBgn0025631
FBtr0303044	FBgn0025631
FBtr0310288	FBgn0025631
FBtr0310289	FBgn0025631
FBtr0303043	FBgn0025631
FBtr0303045	FBgn0025631
FBtr0070340	FBgn0025625
FBtr0070339	FBgn0025626
FBtr0070338	FBgn0029596
FBtr0070337	FBgn0025628
FBtr0070336	FBgn0025628
FBtr0070335	FBgn0025628
FBtr0070334	FBgn0025628
FBtr0302435	FBgn0025628
FBtr0300255	FBgn0025628
FBtr0300254	FBgn0025628
FBtr0070331	FBgn0025629
FBtr0070434	FBgn0040394
FBtr0070433	FBgn0004860
FBtr0112843	FBgn0004860
FBtr0070432	FBgn0004861
FBtr0343589	FBgn0004861
FBtr0301515	FBgn0004861
FBtr0345598	FBgn0004861
FBtr0070431	FBgn0013432
FBtr0344159	FBgn0004655
FBtr0070430	FBgn0004655
FBtr0070429	FBgn0004655
FBtr0070428	FBgn0005670
FBtr0070427	FBgn0005670
FBtr0070426	FBgn0023541
FBtr0310077	FBgn0023541
FBtr0342773	FBgn0265901
FBtr0070425	FBgn0023542
FBtr0331383	FBgn0029603
FBtr0070424	FBgn0029603
FBtr0309994	FBgn0263628
FBtr0070423	FBgn0023550
FBtr0345599	FBgn0053548
FBtr0070422	FBgn0053548
FBtr0342772	FBgn0053548
FBtr0070421	FBgn0053548
FBtr0070420	FBgn0004397
FBtr0342771	FBgn0004397
FBtr0342770	FBgn0004397
FBtr0070419	FBgn0001330
FBtr0342769	FBgn0001330
FBtr0070418	FBgn0000377
FBtr0342768	FBgn0023525
FBtr0070417	FBgn0023525
FBtr0070416	FBgn0029608
FBtr0342767	FBgn0029608
FBtr0070415	FBgn0023524
FBtr0340208	FBgn0023524
FBtr0474141	FBgn0023524
FBtr0474238	FBgn0023524
FBtr0345316	FBgn0027296
FBtr0070414	FBgn0027296
FBtr0346648	FBgn0023528
FBtr0345315	FBgn0023528
FBtr0070412	FBgn0023528
FBtr0300793	FBgn0023528
FBtr0300792	FBgn0023529
FBtr0070411	FBgn0023529
FBtr0332962	FBgn0023526
FBtr0070408	FBgn0023526
FBti0019543-RA	FBti0019543
FBtr0308939	FBgn0054052
FBtr0308938	FBgn0054052
FBtr0070407	FBgn0040392
FBtr0308937	FBgn0040392
FBtr0303997	FBgn0044047
FBtr0333731	FBgn0044047
FBtr0303998	FBgn0044047
FBtr0070406	FBgn0044047
FBtr0070405	FBgn0040389
FBtr0333730	FBgn0040389
FBtr0070404	FBgn0003159
FBtr0070403	FBgn0003159
FBtr0307284	FBgn0003159
FBtr0070402	FBgn0003159
FBtr0307285	FBgn0003159
FBtr0343597	FBgn0003159
FBti0063996-RA	FBti0063996
FBtr0333530	FBgn0264598
FBtr0333529	FBgn0264598
FBtr0333531	FBgn0264598
FBtr0333532	FBgn0264598
FBtr0333533	FBgn0264598
FBtr0333526	FBgn0264598
FBtr0333528	FBgn0264598
FBtr0333527	FBgn0264598
FBtr0070462	FBgn0040385
FBtr0070461	FBgn0052797
FBtr0070460	FBgn0001150
FBtr0070459	FBgn0003714
FBtr0308831	FBgn0003714
FBtr0070458	FBgn0040388
FBtr0070457	FBgn0040388
FBtr0303886	FBgn0040388
FBtr0303887	FBgn0040388
FBtr0334883	FBgn0040388
FBtr0342806	FBgn0284408
FBtr0342814	FBgn0284408
FBtr0342816	FBgn0284408
FBtr0342818	FBgn0284408
FBtr0342820	FBgn0284408
FBtr0342821	FBgn0284408
FBtr0342822	FBgn0284408
FBtr0342824	FBgn0284408
FBtr0342825	FBgn0284408
FBtr0342826	FBgn0284408
FBtr0475303	FBgn0284408
FBtr0342810	FBgn0284408
FBtr0342808	FBgn0284408
FBtr0342809	FBgn0284408
FBtr0342811	FBgn0284408
FBtr0342812	FBgn0284408
FBtr0342815	FBgn0284408
FBtr0342817	FBgn0284408
FBtr0481645	FBgn0284408
FBtr0481646	FBgn0284408
FBtr0342813	FBgn0284408
FBtr0342819	FBgn0284408
FBtr0479747	FBgn0284408
FBtr0342823	FBgn0284408
FBtr0342807	FBgn0284408
FBtr0309617	FBgn0263531
FBtr0309619	FBtr0309619_df_nrg
FBtr0309618	FBtr0309618_df_nrg
FBtr0339401	FBgn0040377
FBtr0345706	FBgn0040377
FBtr0308567	FBgn0040375
FBtr0300707	FBgn0040375
FBtr0070448	FBgn0011606
FBtr0340093	FBgn0011606
FBtr0070447	FBgn0011566
FBtr0070446	FBgn0029629
FBti0019545-RA	FBti0019545
FBtr0307159	FBgn0040334
FBtr0070445	FBgn0040334
FBtr0300708	FBgn0040333
FBtr0340092	FBgn0040333
FBti0019546-RA	FBti0019546
FBtr0070506	FBgn0011276
FBtr0070505	FBgn0025838
FBtr0340601	FBgn0265663
FBtr0070504	FBgn0000092
FBtr0345716	FBgn0024992
FBtr0070502	FBgn0024992
FBtr0070501	FBgn0024994
FBtr0273276	FBgn0024994
FBtr0345710	FBgn0024994
FBtr0273279	FBgn0024995
FBtr0070499	FBgn0024998
FBtr0070498	FBgn0024973
FBtr0347024	FBgn0250874
FBtr0070497	FBgn0250874
FBtr0070496	FBgn0000376
FBtr0070495	FBgn0000376
FBtr0332496	FBgn0024980
FBtr0070494	FBgn0024980
